artwork_id,artist_id,title,year_created,medium,dimensions,description,collection_id
ART567,ARS008,Forgotten Blue Harbor No. 42,1701,Acrylic on canvas,145 x 117 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL049
ART568,ARS095,Melancholic Blue Forest,1881,Marble sculpture,86 x 54 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL020
ART569,ARS068,Celestial Indigo Reflection,1922,Acrylic on canvas,100 x 265 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL033
ART570,ARS082,Eternal Indigo Path,1922,Ink on paper,297 x 300 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL123
ART571,ARS126,Vibrant Ivory Sea No. 34,1927,Photograph,72 x 210 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL063
ART572,ARS053,Golden Red Sea No. 2,1988,Mixed media,140 x 269 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL049
ART573,ARS125,Misty Ivory Horizon,1946,Bronze sculpture,300 x 293 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL080
ART574,ARS117,Infinite Amber Reflection No. 36,2003,Installation,114 x 187 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL027
ART575,ARS038,Broken Red Dream No. 59,1925,Digital print,166 x 44 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL116
ART576,ARS091,Vibrant Red Shadow No. 56,2005,Photograph,107 x 233 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL111
ART577,ARS131,Celestial Blue Mountain,1958,Mixed media,55 x 225 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL050
ART578,ARS076,Luminous Onyx Garden,1903,Mixed media,282 x 295 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART579,ARS013,Forgotten Red River No. 5,1978,Acrylic on canvas,166 x 152 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL026
ART580,ARS071,Forgotten Indigo Reflection,1922,Digital print,142 x 167 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL053
ART581,ARS044,Luminous Ivory Memory,1960,Watercolor on paper,31 x 78 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL129
ART582,ARS123,Whispering Amber Garden,1985,Bronze sculpture,115 x 125 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART583,ARS037,Silent Violet Path,2004,Watercolor on paper,165 x 69 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL003
ART584,ARS091,Secret Indigo Harbor,2007,Oil on canvas,271 x 86 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL005
ART585,ARS146,Whispering Amber Light,1998,Acrylic on canvas,105 x 78 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL078
ART586,ARS086,Broken Violet Symphony,1991,Bronze sculpture,279 x 159 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL118
ART587,ARS004,Frozen Sapphire Silhouette,1919,Photograph,87 x 168 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL006
ART588,ARS038,Silent Amber Figure,1957,Acrylic on canvas,214 x 135 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL050
ART589,ARS097,Misty Sapphire Shadow,1937,Marble sculpture,299 x 119 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL090
ART590,ARS085,Radiant Indigo Path,1914,Oil on canvas,188 x 127 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL088
ART591,ARS032,Frozen Sapphire Dream,2002,Watercolor on paper,105 x 268 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL075
ART592,ARS143,Hidden Sapphire Sea,1954,Oil on canvas,37 x 262 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL056
ART593,ARS073,Shimmering Red Forest,1877,Oil on canvas,250 x 210 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL013
ART594,ARS065,Eternal Ivory Memory,2011,Marble sculpture,109 x 74 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL037
ART595,ARS051,Distant Indigo City,1955,Ink on paper,272 x 211 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL099
ART596,ARS109,Radiant Red Sky,2016,Installation,189 x 118 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL112
ART597,ARS083,Distant Scarlet Horizon,1932,Photograph,182 x 266 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL047
ART598,ARS097,Distant Red Echo,1920,Digital print,287 x 213 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL091
ART599,ARS110,Broken Onyx Path,1903,Watercolor on paper,245 x 75 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL078
ART600,ARS063,Shimmering Scarlet Symphony No. 70,1960,Mixed media,180 x 57 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL033
ART601,ARS104,Silent Violet Light,2009,Marble sculpture,73 x 58 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART602,ARS086,Misty Sapphire Figure,2001,Installation,61 x 92 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL014
ART603,ARS053,Infinite Emerald Shadow,1966,Watercolor on paper,99 x 144 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL078
ART604,ARS080,Silent Violet Landscape,1923,Watercolor on paper,64 x 30 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART605,ARS134,Misty Amber Horizon No. 4,1961,Oil on canvas,257 x 230 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL032
ART606,ARS077,Radiant Violet Garden,2009,Installation,163 x 254 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL032
ART607,ARS111,Eternal Blue Garden No. 31,1941,Digital print,291 x 132 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL123
ART608,ARS075,Whispering Red Figure,2023,Mixed media,170 x 230 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART609,ARS119,Distant Onyx Echo No. 59,1939,Installation,229 x 35 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL078
ART610,ARS009,Broken Blue Symphony,1975,Oil on canvas,264 x 171 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL041
ART611,ARS092,Infinite Scarlet Horizon,1997,Watercolor on paper,292 x 62 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL039
ART612,ARS091,Shimmering Ivory Mountain,2000,Mixed media,172 x 185 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL018
ART613,ARS124,Radiant Violet Landscape,1953,Marble sculpture,289 x 299 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL034
ART614,ARS083,Shimmering Indigo Symphony,1952,Oil on canvas,64 x 53 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL041
ART615,ARS060,Misty Red Sea,2018,Ink on paper,195 x 148 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL027
ART616,ARS045,Radiant Onyx City No. 33,1902,Digital print,49 x 67 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL096
ART617,ARS008,Hidden Ivory Dream,1701,Ink on paper,98 x 132 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL065
ART618,ARS126,Broken Sapphire River No. 21,1936,Acrylic on canvas,300 x 128 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL007
ART619,ARS025,Luminous Blue Echo,1928,Bronze sculpture,238 x 66 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL048
ART620,ARS136,Secret Amber Horizon,1947,Bronze sculpture,286 x 210 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL036
ART621,ARS018,Broken Onyx Reflection,2014,Photograph,70 x 95 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL077
ART622,ARS026,Misty Violet River No. 70,1921,Marble sculpture,41 x 144 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL065
ART623,ARS100,Frozen Red Garden,1881,Installation,153 x 295 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL129
ART624,ARS080,Radiant Indigo Forest,1923,Oil on canvas,271 x 164 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL009
ART625,ARS087,Distant Sapphire Horizon,2003,Ink on paper,60 x 101 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL085
ART626,ARS016,Forgotten Violet City,2019,Acrylic on canvas,48 x 207 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL107
ART627,ARS021,Melancholic Violet Echo,1992,Digital print,83 x 48 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL130
ART628,ARS058,Frozen Onyx Sea,1972,Oil on canvas,40 x 58 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL051
ART629,ARS137,Radiant Onyx Echo,1978,Digital print,100 x 89 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART630,ARS095,Crimson Amber River No. 2,1928,Oil on canvas,241 x 53 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL064
ART631,ARS015,Golden Blue Echo,1875,Bronze sculpture,52 x 190 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL063
ART632,ARS075,Eternal Indigo Reflection,1988,Marble sculpture,69 x 69 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL053
ART633,ARS127,Frozen Amber Mountain,1901,Photograph,179 x 155 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL069
ART634,ARS082,Melancholic Scarlet Dream No. 53,2015,Ink on paper,173 x 70 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL036
ART635,ARS134,Forgotten Sapphire Shadow No. 48,1915,Digital print,48 x 150 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART636,ARS030,Silent Violet Forest,1932,Acrylic on canvas,226 x 183 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL016
ART637,ARS072,Radiant Violet Harbor,1925,Ink on paper,257 x 52 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL053
ART638,ARS098,Hidden Onyx Shadow No. 40,1987,Installation,208 x 43 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL087
ART639,ARS068,Shimmering Amber Harbor,1956,Acrylic on canvas,248 x 59 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL100
ART640,ARS074,Melancholic Violet Path,2012,Mixed media,163 x 113 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL120
ART641,ARS061,Eternal Blue Sky,1961,Photograph,73 x 157 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL076
ART642,ARS087,Shimmering Onyx Forest,1978,Installation,167 x 158 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL004
ART643,ARS032,Hidden Violet Mountain No. 2,2000,Digital print,48 x 213 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL056
ART644,ARS105,Crimson Indigo City,2011,Digital print,190 x 62 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL047
ART645,ARS067,Vibrant Sapphire Sea No. 23,1925,Acrylic on canvas,55 x 149 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL010
ART646,ARS048,Infinite Violet Figure,2015,Marble sculpture,146 x 61 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL066
ART647,ARS005,Frozen Scarlet Forest,1936,Photograph,85 x 69 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL114
ART648,ARS029,Infinite Red River No. 74,1998,Mixed media,242 x 66 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL073
ART649,ARS037,Silent Ivory Landscape,2009,Digital print,238 x 221 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL076
ART650,ARS008,Hidden Ivory Forest,1700,Installation,43 x 84 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL055
ART651,ARS081,Infinite Scarlet Figure,1941,Watercolor on paper,223 x 46 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL098
ART652,ARS021,Golden Amber Figure,2016,Oil on canvas,92 x 300 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL121
ART653,ARS135,Infinite Violet Silhouette,2017,Bronze sculpture,180 x 154 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL063
ART654,ARS093,Forgotten Violet Silhouette,2004,Mixed media,153 x 257 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL093
ART655,ARS021,Frozen Scarlet Light No. 47,2020,Mixed media,147 x 259 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL059
ART656,ARS146,Eternal Scarlet River,1954,Marble sculpture,100 x 163 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL088
ART657,ARS081,Misty Red Path,1937,Watercolor on paper,283 x 131 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART658,ARS004,Hidden Red Path,1918,Oil on canvas,81 x 94 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL111
ART659,ARS007,Hidden Red Echo,1701,Watercolor on paper,246 x 211 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL103
ART660,ARS143,Forgotten Sapphire Dream,1965,Acrylic on canvas,85 x 53 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL091
ART661,ARS115,Distant Violet Path,2021,Installation,98 x 123 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL022
ART662,ARS039,Silent Indigo Figure,2000,Bronze sculpture,262 x 224 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL113
ART663,ARS046,Infinite Indigo Sky,1882,Digital print,148 x 182 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL088
ART664,ARS013,Shimmering Scarlet Light,1959,Mixed media,176 x 195 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL082
ART665,ARS046,Eternal Blue Horizon,1905,Bronze sculpture,190 x 80 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL073
ART666,ARS043,Misty Sapphire Sky,1905,Marble sculpture,116 x 177 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART667,ARS060,Vibrant Emerald Dream No. 66,1998,Photograph,44 x 50 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL050
ART668,ARS002,Secret Blue Symphony No. 74,1884,Watercolor on paper,257 x 296 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART669,ARS076,Misty Red Mountain,1901,Watercolor on paper,164 x 74 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART670,ARS030,Frozen Red River,1915,Bronze sculpture,110 x 289 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL071
ART671,ARS117,Infinite Red Silhouette,1978,Photograph,251 x 81 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL082
ART672,ARS049,Melancholic Blue Harbor No. 76,2010,Marble sculpture,142 x 130 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL121
ART673,ARS039,Secret Emerald Sea,1942,Ink on paper,75 x 294 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL001
ART674,ARS112,Golden Violet Shadow,2018,Mixed media,121 x 49 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL068
ART675,ARS098,Shimmering Amber Symphony,1996,Marble sculpture,183 x 148 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL125
ART676,ARS126,Radiant Indigo Symphony,1927,Acrylic on canvas,79 x 142 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL074
ART677,ARS108,Broken Ivory River,1916,Bronze sculpture,120 x 267 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL030
ART678,ARS089,Secret Indigo Path,1911,Photograph,178 x 167 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL056
ART679,ARS105,Celestial Onyx Reflection,1999,Oil on canvas,234 x 163 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL069
ART680,ARS125,Forgotten Ivory Forest,1924,Photograph,143 x 115 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL053
ART681,ARS029,Celestial Emerald Landscape,1976,Bronze sculpture,224 x 76 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL091
ART682,ARS142,Golden Blue Light No. 69,1979,Ink on paper,110 x 232 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL075
ART683,ARS042,Frozen Ivory Path No. 32,1982,Photograph,48 x 40 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL027
ART684,ARS129,Radiant Violet Forest No. 39,1927,Oil on canvas,147 x 156 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL070
ART685,ARS032,Vibrant Red City No. 54,1972,Acrylic on canvas,37 x 107 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL101
ART686,ARS050,Whispering Ivory Path,1946,Digital print,184 x 170 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL052
ART687,ARS026,Vibrant Indigo Sea,1927,Mixed media,77 x 143 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART688,ARS124,Whispering Scarlet Light No. 3,1948,Photograph,231 x 220 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART689,ARS116,Forgotten Indigo Harbor,2014,Digital print,258 x 219 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART690,ARS080,Celestial Emerald City No. 22,1935,Acrylic on canvas,280 x 157 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL037
ART691,ARS104,Secret Scarlet Figure,2009,Mixed media,282 x 159 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL080
ART692,ARS087,Eternal Blue Silhouette,1993,Marble sculpture,238 x 32 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL054
ART693,ARS144,Forgotten Ivory Mountain,2007,Mixed media,71 x 83 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL020
ART694,ARS097,Eternal Blue Garden,1895,Digital print,115 x 131 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL030
ART695,ARS010,Distant Violet Garden,1930,Photograph,279 x 101 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL108
ART696,ARS103,Whispering Sapphire Light,1920,Marble sculpture,114 x 102 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL053
ART697,ARS096,Luminous Ivory Echo No. 61,1911,Watercolor on paper,192 x 243 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL039
ART698,ARS121,Golden Blue Memory,2014,Bronze sculpture,78 x 264 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL025
ART699,ARS016,Broken Indigo Garden No. 72,1997,Ink on paper,206 x 37 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL071
ART700,ARS073,Distant Indigo Memory,1928,Acrylic on canvas,160 x 133 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL040
ART701,ARS027,Luminous Sapphire Garden,1962,Installation,94 x 297 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL099
ART702,ARS085,Shimmering Indigo Landscape,1927,Oil on canvas,137 x 116 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL060
ART703,ARS056,Golden Indigo Echo No. 61,2023,Acrylic on canvas,30 x 195 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL014
ART704,ARS036,Infinite Violet Path,1936,Acrylic on canvas,184 x 286 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL062
ART705,ARS144,Radiant Onyx Reflection,1987,Bronze sculpture,189 x 297 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL021
ART706,ARS055,Hidden Sapphire Echo,2017,Acrylic on canvas,280 x 158 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL112
ART707,ARS090,Hidden Blue Symphony,2014,Ink on paper,207 x 247 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL049
ART708,ARS098,Frozen Emerald Harbor No. 47,2018,Installation,129 x 32 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL080
ART709,ARS085,Misty Ivory Sky,1897,Marble sculpture,169 x 47 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL123
ART710,ARS102,Crimson Sapphire Sky,2020,Installation,45 x 271 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART711,ARS126,Hidden Violet Shadow,1911,Installation,219 x 44 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL040
ART712,ARS046,Eternal Red Path,1885,Oil on canvas,58 x 257 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL081
ART713,ARS025,Melancholic Sapphire Horizon,1952,Bronze sculpture,38 x 200 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL044
ART714,ARS094,Infinite Blue Reflection,1963,Photograph,63 x 128 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL038
ART715,ARS069,Golden Emerald Mountain No. 78,1969,Watercolor on paper,288 x 239 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL001
ART716,ARS080,Vibrant Scarlet Symphony No. 60,1920,Acrylic on canvas,267 x 75 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL024
ART717,ARS047,Golden Emerald Silhouette,1965,Ink on paper,116 x 35 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL096
ART718,ARS118,Golden Amber Memory,1917,Oil on canvas,97 x 188 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL098
ART719,ARS074,Distant Amber Horizon,1931,Marble sculpture,120 x 181 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL113
ART720,ARS068,Golden Violet Symphony,1945,Watercolor on paper,297 x 260 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL010
ART721,ARS150,Radiant Emerald Shadow,1964,Ink on paper,207 x 177 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL088
ART722,ARS129,Crimson Red Light,1947,Digital print,273 x 101 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL083
ART723,ARS096,Celestial Red Symphony,1911,Digital print,111 x 245 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL086
ART724,ARS087,Broken Scarlet Garden,1983,Mixed media,263 x 252 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL122
ART725,ARS063,Vibrant Ivory Landscape,1939,Ink on paper,183 x 50 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL130
ART726,ARS028,Distant Onyx Sky,1994,Photograph,44 x 113 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL043
ART727,ARS077,Infinite Amber Figure,1983,Acrylic on canvas,200 x 57 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL080
ART728,ARS037,Frozen Violet Reflection No. 1,2020,Watercolor on paper,105 x 132 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL078
ART729,ARS079,Golden Emerald River,1990,Watercolor on paper,76 x 155 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL096
ART730,ARS002,Secret Emerald Symphony No. 71,1883,Mixed media,138 x 271 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL119
ART731,ARS063,Misty Onyx Echo,1905,Marble sculpture,234 x 197 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL109
ART732,ARS101,Melancholic Red Symphony,2021,Installation,43 x 143 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL046
ART733,ARS061,Frozen Ivory Silhouette,1944,Ink on paper,233 x 69 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL036
ART734,ARS128,Distant Emerald Memory,2014,Marble sculpture,276 x 47 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL108
ART735,ARS046,Hidden Onyx Light,1929,Acrylic on canvas,72 x 207 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL104
ART736,ARS004,Hidden Ivory Echo,1907,Digital print,262 x 35 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL103
ART737,ARS109,Crimson Sapphire Path,2018,Photograph,89 x 260 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL096
ART738,ARS122,Celestial Scarlet Symphony No. 23,1994,Watercolor on paper,226 x 70 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL002
ART739,ARS087,Shimmering Sapphire Horizon,1994,Oil on canvas,262 x 252 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL119
ART740,ARS073,Crimson Red Sea,1883,Mixed media,219 x 159 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL087
ART741,ARS076,Silent Scarlet Sky No. 46,1896,Bronze sculpture,38 x 258 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL077
ART742,ARS010,Misty Ivory Forest,1922,Acrylic on canvas,157 x 119 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL025
ART743,ARS033,Eternal Violet Path,1950,Photograph,264 x 154 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL118
ART744,ARS011,Golden Ivory Symphony No. 78,1953,Photograph,81 x 225 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL021
ART745,ARS087,Whispering Onyx Reflection No. 33,2001,Acrylic on canvas,70 x 251 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL050
ART746,ARS147,Vibrant Sapphire Landscape,2017,Bronze sculpture,154 x 55 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL122
ART747,ARS056,Distant Sapphire Garden,2020,Watercolor on paper,53 x 234 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL073
ART748,ARS070,Silent Onyx Horizon No. 54,1962,Digital print,170 x 166 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL082
ART749,ARS025,Forgotten Amber Harbor,1919,Installation,62 x 177 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL118
ART750,ARS108,Celestial Scarlet Reflection,1973,Bronze sculpture,36 x 205 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL082
ART751,ARS089,Secret Amber Shadow,1957,Oil on canvas,160 x 236 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL021
ART752,ARS125,Melancholic Ivory City No. 68,1921,Bronze sculpture,185 x 179 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL116
ART753,ARS120,Silent Emerald Landscape,2004,Oil on canvas,250 x 242 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL073
ART754,ARS143,Secret Amber Reflection,1912,Acrylic on canvas,223 x 93 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL102
ART755,ARS056,Luminous Red Figure,2023,Photograph,111 x 235 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL105
