treatment_id,artwork_id,treatment_type,start_date,end_date,cost_usd,treatment_notes,staff_id
TRT812,ART799,Pest Treatment,2019-07-01,2019-10-14,18716.9,Pest Treatment carried out due to light damage and fading; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF253
TRT813,ART827,Surface Cleaning,2022-12-10,2023-01-15,13475.96,Surface Cleaning carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF369
TRT814,ART472,Re-framing,2019-07-21,2019-10-25,7494.47,Re-framing carried out due to frame instability; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF032
TRT815,ART824,Structural Stabilization,2012-02-03,2012-02-21,28328.55,Structural Stabilization carried out due to biological contamination; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF480
TRT816,ART636,Deacidification,2015-03-10,2015-03-27,10229.13,Deacidification carried out due to flaking paint layers; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF289
TRT817,ART456,Structural Stabilization,2022-12-12,2023-04-08,24533.36,Structural Stabilization carried out due to panel cracking; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF156
TRT818,ART595,Varnish Removal,2011-02-11,2011-06-04,17141.25,Varnish Removal carried out due to biological contamination; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF133
TRT819,ART152,Pest Treatment,2022-09-13,2022-11-01,17731.46,Pest Treatment carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF008
TRT820,ART825,Pest Treatment,2020-07-12,2020-09-01,26823.63,Pest Treatment carried out due to biological contamination; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF193
TRT821,ART668,Structural Stabilization,2017-08-24,2017-11-10,20259.61,Structural Stabilization carried out due to acidic backing board; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF182
TRT822,ART363,Varnish Removal,2023-11-29,2023-12-08,15900.98,Varnish Removal carried out due to flaking paint layers; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF022
TRT823,ART987,Varnish Removal,2019-10-02,2019-10-15,25652.21,Varnish Removal carried out due to flaking paint layers; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF117
TRT824,ART621,Re-framing,2014-05-23,2014-08-07,27520.07,Re-framing carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF452
TRT825,ART015,Surface Cleaning,2020-12-15,2021-02-17,30999.1,Surface Cleaning carried out due to frame instability; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF043
TRT826,ART464,Deacidification,2015-04-18,2015-06-09,29407.89,Deacidification carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF182
TRT827,ART801,Varnish Removal,2015-07-11,2015-10-10,32373.92,Varnish Removal carried out due to yellowed varnish; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF445
TRT828,ART210,Inpainting,2017-01-13,2017-05-10,22162.19,Inpainting carried out due to panel cracking; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF023
TRT829,ART108,Inpainting,2017-06-22,2017-08-12,22943.86,Inpainting carried out due to biological contamination; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF037
TRT830,ART265,Varnish Removal,2014-04-26,2014-07-01,33935.99,Varnish Removal carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF028
TRT831,ART964,Surface Cleaning,2010-05-27,2010-09-10,3216.01,Surface Cleaning carried out due to canvas deformation; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF094
TRT832,ART384,Deacidification,2020-07-26,2020-09-21,17868.27,Deacidification carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF172
TRT833,ART744,Deacidification,2021-02-27,2021-05-26,17680.29,Deacidification carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF042
TRT834,ART211,Varnish Removal,2020-09-16,2020-12-10,17369.96,Varnish Removal carried out due to light damage and fading; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF122
TRT835,ART570,Structural Stabilization,2022-11-20,2023-03-18,20396.68,Structural Stabilization carried out due to panel cracking; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF478
TRT836,ART299,Deacidification,2023-11-24,2024-01-30,7968.23,Deacidification carried out due to yellowed varnish; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF228
TRT837,ART935,Deacidification,2018-03-29,2018-05-16,602.01,Deacidification carried out due to light damage and fading; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF537
TRT838,ART641,Pest Treatment,2019-09-04,2019-10-27,10563.11,Pest Treatment carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF541
TRT839,ART190,Inpainting,2010-08-19,2010-10-26,27731.8,Inpainting carried out due to light damage and fading; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF252
TRT840,ART831,Re-framing,2011-03-18,2011-04-17,15049.76,Re-framing carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF113
TRT841,ART273,Pest Treatment,2019-09-28,2020-01-22,5510.86,Pest Treatment carried out due to yellowed varnish; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF474
TRT842,ART197,Varnish Removal,2021-12-14,2022-04-08,16447.72,Varnish Removal carried out due to surface dust and grime; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF236
TRT843,ART796,Varnish Removal,2017-10-19,2017-11-19,11959.74,Varnish Removal carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF414
TRT844,ART894,Varnish Removal,2019-06-23,2019-09-05,1649.3,Varnish Removal carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF441
TRT845,ART037,Re-framing,2011-07-31,2011-09-08,34189.28,Re-framing carried out due to biological contamination; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF538
TRT846,ART304,Deacidification,2019-03-30,2019-05-04,30902.4,Deacidification carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF127
TRT847,ART750,Varnish Removal,2023-06-14,2023-07-23,8015.16,Varnish Removal carried out due to canvas deformation; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF237
TRT848,ART346,Deacidification,2023-05-29,2023-08-08,27486.12,Deacidification carried out due to yellowed varnish; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF323
TRT849,ART873,Surface Cleaning,2022-09-27,2022-11-30,11194.14,Surface Cleaning carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF417
TRT850,ART050,Pest Treatment,2012-12-27,2013-01-13,6825.65,Pest Treatment carried out due to flaking paint layers; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF388
TRT851,ART418,Pest Treatment,2020-02-24,2020-06-16,16996.16,Pest Treatment carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF160
TRT852,ART460,Deacidification,2020-03-25,2020-05-22,24344.16,Deacidification carried out due to yellowed varnish; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF495
TRT853,ART018,Inpainting,2015-04-15,2015-06-17,34171.56,Inpainting carried out due to previous restoration discoloration; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF145
TRT854,ART010,Structural Stabilization,2012-11-17,2012-12-08,23149.98,Structural Stabilization carried out due to panel cracking; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF018
TRT855,ART649,Varnish Removal,2015-09-16,2015-11-14,1952.0,Varnish Removal carried out due to light damage and fading; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF182
TRT856,ART640,Surface Cleaning,2022-01-26,2022-02-28,27916.6,Surface Cleaning carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF052
TRT857,ART177,Pest Treatment,2019-02-18,2019-04-30,8682.16,Pest Treatment carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF058
TRT858,ART484,Surface Cleaning,2015-01-18,2015-04-29,32406.32,Surface Cleaning carried out due to frame instability; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF295
TRT859,ART206,Pest Treatment,2019-05-12,2019-08-16,12572.02,Pest Treatment carried out due to frame instability; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF444
TRT860,ART417,Deacidification,2012-11-20,2013-01-25,15003.05,Deacidification carried out due to previous restoration discoloration; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF178
TRT861,ART809,Structural Stabilization,2016-10-24,2016-11-28,24595.62,Structural Stabilization carried out due to acidic backing board; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF297
TRT862,ART832,Structural Stabilization,2018-06-17,2018-09-08,20917.85,Structural Stabilization carried out due to biological contamination; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF513
TRT863,ART383,Re-framing,2012-02-05,2012-04-27,8652.28,Re-framing carried out due to acidic backing board; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF237
TRT864,ART585,Deacidification,2018-02-12,2018-04-23,17020.5,Deacidification carried out due to previous restoration discoloration; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF470
TRT865,ART231,Structural Stabilization,2012-06-16,2012-08-01,6188.59,Structural Stabilization carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF432
TRT866,ART941,Pest Treatment,2012-10-10,2012-12-23,20184.39,Pest Treatment carried out due to acidic backing board; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF502
TRT867,ART419,Varnish Removal,2022-11-30,2023-02-25,2450.68,Varnish Removal carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF143
TRT868,ART788,Surface Cleaning,2013-10-10,2014-01-31,7278.52,Surface Cleaning carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF137
TRT869,ART295,Re-framing,2012-04-11,2012-08-07,19741.93,Re-framing carried out due to yellowed varnish; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF347
TRT870,ART835,Surface Cleaning,2016-01-24,2016-04-24,22704.85,Surface Cleaning carried out due to canvas deformation; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF264
TRT871,ART750,Inpainting,2018-05-13,2018-08-27,17256.34,Inpainting carried out due to flaking paint layers; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF312
TRT872,ART975,Surface Cleaning,2022-12-07,2023-03-23,34597.29,Surface Cleaning carried out due to frame instability; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF135
TRT873,ART881,Re-framing,2017-10-16,2017-12-31,13708.17,Re-framing carried out due to light damage and fading; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF451
TRT874,ART443,Re-framing,2020-01-05,2020-01-30,16200.77,Re-framing carried out due to yellowed varnish; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF514
TRT875,ART635,Inpainting,2010-10-02,2010-10-30,14226.43,Inpainting carried out due to yellowed varnish; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF099
TRT876,ART327,Inpainting,2021-01-19,2021-02-05,21398.09,Inpainting carried out due to light damage and fading; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF336
TRT877,ART770,Inpainting,2016-01-22,2016-04-11,30635.04,Inpainting carried out due to frame instability; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF312
TRT878,ART093,Deacidification,2021-11-20,2022-03-10,14152.09,Deacidification carried out due to previous restoration discoloration; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF508
TRT879,ART667,Structural Stabilization,2014-04-13,2014-07-20,7906.74,Structural Stabilization carried out due to yellowed varnish; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF166
TRT880,ART160,Re-framing,2016-11-14,2017-02-09,19215.14,Re-framing carried out due to frame instability; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF109
TRT881,ART433,Structural Stabilization,2017-09-16,2017-11-09,20439.33,Structural Stabilization carried out due to frame instability; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF305
TRT882,ART164,Varnish Removal,2017-07-26,2017-10-27,34776.86,Varnish Removal carried out due to panel cracking; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF005
TRT883,ART965,Re-framing,2017-09-08,2017-12-12,29244.56,Re-framing carried out due to acidic backing board; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF198
TRT884,ART452,Surface Cleaning,2013-05-10,2013-06-02,20491.35,Surface Cleaning carried out due to yellowed varnish; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF392
TRT885,ART817,Re-framing,2020-10-02,2021-01-22,13693.37,Re-framing carried out due to biological contamination; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF210
TRT886,ART375,Pest Treatment,2017-07-31,2017-10-07,17501.05,Pest Treatment carried out due to flaking paint layers; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF260
TRT887,ART620,Re-framing,2012-03-08,2012-05-25,2631.05,Re-framing carried out due to acidic backing board; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF038
TRT888,ART006,Deacidification,2018-07-15,2018-09-19,1119.54,Deacidification carried out due to panel cracking; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF488
TRT889,ART117,Inpainting,2012-05-03,2012-05-21,27463.9,Inpainting carried out due to flaking paint layers; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF316
TRT890,ART921,Pest Treatment,2019-07-27,2019-10-01,9845.71,Pest Treatment carried out due to flaking paint layers; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF191
TRT891,ART640,Inpainting,2013-01-02,2013-01-10,13834.41,Inpainting carried out due to yellowed varnish; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF252
TRT892,ART922,Surface Cleaning,2013-03-17,2013-06-17,8702.67,Surface Cleaning carried out due to flaking paint layers; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF468
TRT893,ART301,Re-framing,2021-02-01,2021-05-02,16659.75,Re-framing carried out due to acidic backing board; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF203
TRT894,ART546,Inpainting,2024-01-01,2024-02-08,30277.66,Inpainting carried out due to light damage and fading; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF178
TRT895,ART781,Pest Treatment,2016-10-30,2017-02-14,14725.64,Pest Treatment carried out due to flaking paint layers; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF469
TRT896,ART462,Pest Treatment,2017-01-12,2017-04-04,20632.09,Pest Treatment carried out due to yellowed varnish; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF077
TRT897,ART424,Pest Treatment,2018-12-15,2019-04-08,21206.6,Pest Treatment carried out due to panel cracking; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF314
TRT898,ART107,Inpainting,2015-11-09,2015-12-30,6014.09,Inpainting carried out due to acidic backing board; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF078
TRT899,ART158,Re-framing,2015-12-06,2016-03-10,4306.25,Re-framing carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF062
TRT900,ART242,Inpainting,2020-06-13,2020-08-05,10385.68,Inpainting carried out due to acidic backing board; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF141
TRT901,ART741,Structural Stabilization,2015-01-09,2015-01-17,22585.04,Structural Stabilization carried out due to light damage and fading; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF212
TRT902,ART303,Surface Cleaning,2016-01-26,2016-03-31,23343.61,Surface Cleaning carried out due to light damage and fading; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF485
TRT903,ART310,Surface Cleaning,2022-07-20,2022-09-16,25828.26,Surface Cleaning carried out due to frame instability; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF263
TRT904,ART570,Pest Treatment,2019-04-27,2019-07-03,5653.05,Pest Treatment carried out due to flaking paint layers; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF041
TRT905,ART808,Deacidification,2022-04-05,2022-05-27,14005.04,Deacidification carried out due to acidic backing board; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF497
TRT906,ART314,Surface Cleaning,2015-03-12,2015-06-02,19289.28,Surface Cleaning carried out due to surface dust and grime; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF251
TRT907,ART819,Re-framing,2016-08-10,2016-11-12,28959.68,Re-framing carried out due to yellowed varnish; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF072
TRT908,ART838,Inpainting,2016-08-08,2016-10-06,22584.95,Inpainting carried out due to biological contamination; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF181
TRT909,ART695,Structural Stabilization,2011-03-17,2011-05-30,31394.97,Structural Stabilization carried out due to surface dust and grime; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF241
TRT910,ART078,Varnish Removal,2013-11-01,2013-12-23,6450.85,Varnish Removal carried out due to canvas deformation; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF342
TRT911,ART808,Surface Cleaning,2021-07-02,2021-08-09,24124.46,Surface Cleaning carried out due to panel cracking; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF405
TRT912,ART431,Structural Stabilization,2021-11-13,2021-12-10,30730.76,Structural Stabilization carried out due to flaking paint layers; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF167
TRT913,ART442,Deacidification,2015-08-30,2015-12-16,28203.58,Deacidification carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF055
TRT914,ART876,Inpainting,2014-09-14,2014-11-06,32896.32,Inpainting carried out due to biological contamination; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF148
TRT915,ART477,Re-framing,2010-02-20,2010-03-29,15985.47,Re-framing carried out due to previous restoration discoloration; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF186
TRT916,ART915,Surface Cleaning,2021-09-22,2022-01-19,27635.92,Surface Cleaning carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF064
TRT917,ART208,Varnish Removal,2018-02-12,2018-04-20,34892.87,Varnish Removal carried out due to panel cracking; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF040
TRT918,ART271,Inpainting,2016-05-20,2016-08-06,12393.32,Inpainting carried out due to biological contamination; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF303
TRT919,ART872,Inpainting,2014-09-05,2014-10-29,1426.33,Inpainting carried out due to canvas deformation; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF129
TRT920,ART624,Inpainting,2018-06-16,2018-07-16,27665.33,Inpainting carried out due to canvas deformation; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF528
TRT921,ART393,Inpainting,2014-01-27,2014-03-25,30249.09,Inpainting carried out due to flaking paint layers; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF319
TRT922,ART127,Pest Treatment,2019-02-20,2019-03-11,25658.65,Pest Treatment carried out due to surface dust and grime; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF501
TRT923,ART804,Re-framing,2020-11-09,2020-12-11,28721.89,Re-framing carried out due to biological contamination; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF455
TRT924,ART018,Inpainting,2012-05-05,2012-07-13,22797.55,Inpainting carried out due to canvas deformation; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF360
TRT925,ART515,Inpainting,2022-09-08,2022-09-15,22175.16,Inpainting carried out due to surface dust and grime; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF212
TRT926,ART035,Surface Cleaning,2018-09-17,2018-10-15,26101.95,Surface Cleaning carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF505
TRT927,ART799,Structural Stabilization,2017-07-21,2017-09-06,33197.09,Structural Stabilization carried out due to previous restoration discoloration; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF532
TRT928,ART059,Re-framing,2011-01-16,2011-04-23,33448.09,Re-framing carried out due to light damage and fading; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF017
TRT929,ART043,Deacidification,2021-03-30,2021-06-15,10931.29,Deacidification carried out due to frame instability; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF421
TRT930,ART304,Pest Treatment,2013-03-28,2013-04-04,26106.63,Pest Treatment carried out due to previous restoration discoloration; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF154
TRT931,ART776,Structural Stabilization,2021-12-03,2021-12-21,15505.54,Structural Stabilization carried out due to frame instability; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF037
TRT932,ART904,Surface Cleaning,2021-06-28,2021-10-13,26862.65,Surface Cleaning carried out due to frame instability; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF320
TRT933,ART032,Surface Cleaning,2017-05-15,2017-07-03,32007.65,Surface Cleaning carried out due to surface dust and grime; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF121
TRT934,ART686,Deacidification,2019-05-28,2019-08-04,29630.03,Deacidification carried out due to frame instability; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF168
TRT935,ART296,Structural Stabilization,2015-04-05,2015-04-22,28720.6,Structural Stabilization carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF067
TRT936,ART997,Inpainting,2021-08-14,2021-09-10,34916.68,Inpainting carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF184
TRT937,ART445,Structural Stabilization,2016-07-30,2016-11-15,14573.22,Structural Stabilization carried out due to acidic backing board; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF274
TRT938,ART982,Pest Treatment,2021-10-07,2021-10-23,25026.45,Pest Treatment carried out due to previous restoration discoloration; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF322
TRT939,ART852,Re-framing,2019-07-18,2019-08-23,32363.09,Re-framing carried out due to canvas deformation; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF386
TRT940,ART428,Structural Stabilization,2019-01-18,2019-02-28,31518.27,Structural Stabilization carried out due to previous restoration discoloration; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF447
TRT941,ART777,Inpainting,2021-06-10,2021-06-29,11583.14,Inpainting carried out due to frame instability; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF516
TRT942,ART674,Structural Stabilization,2014-08-26,2014-12-12,20495.82,Structural Stabilization carried out due to biological contamination; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF072
TRT943,ART178,Structural Stabilization,2010-03-04,2010-04-01,32941.5,Structural Stabilization carried out due to flaking paint layers; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF140
TRT944,ART613,Re-framing,2023-07-26,2023-08-04,20198.38,Re-framing carried out due to surface dust and grime; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF200
TRT945,ART931,Pest Treatment,2011-01-31,2011-03-05,604.41,Pest Treatment carried out due to panel cracking; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF184
TRT946,ART494,Pest Treatment,2018-08-12,2018-12-02,3696.34,Pest Treatment carried out due to previous restoration discoloration; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF327
TRT947,ART537,Varnish Removal,2022-07-28,2022-08-22,13981.38,Varnish Removal carried out due to flaking paint layers; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF515
TRT948,ART253,Inpainting,2022-01-24,2022-03-15,13923.27,Inpainting carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF333
TRT949,ART746,Re-framing,2020-11-25,2020-12-24,30748.08,Re-framing carried out due to acidic backing board; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF060
TRT950,ART495,Re-framing,2018-12-12,2018-12-21,18036.74,Re-framing carried out due to panel cracking; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF552
TRT951,ART281,Deacidification,2018-07-14,2018-10-30,30493.08,Deacidification carried out due to frame instability; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF096
TRT952,ART961,Inpainting,2017-08-29,2017-12-19,22489.32,Inpainting carried out due to previous restoration discoloration; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF086
TRT953,ART006,Inpainting,2012-12-03,2013-03-21,6357.37,Inpainting carried out due to previous restoration discoloration; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF221
TRT954,ART247,Inpainting,2013-07-11,2013-08-29,23654.7,Inpainting carried out due to flaking paint layers; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF479
TRT955,ART175,Pest Treatment,2015-06-26,2015-09-27,9130.53,Pest Treatment carried out due to surface dust and grime; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF017
TRT956,ART348,Structural Stabilization,2013-05-25,2013-09-22,20473.56,Structural Stabilization carried out due to frame instability; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF523
TRT957,ART078,Pest Treatment,2012-05-19,2012-08-27,24546.54,Pest Treatment carried out due to yellowed varnish; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF241
TRT958,ART498,Pest Treatment,2019-06-09,2019-09-02,26082.35,Pest Treatment carried out due to light damage and fading; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF187
TRT959,ART016,Re-framing,2023-10-13,2024-01-27,9568.08,Re-framing carried out due to light damage and fading; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF101
TRT960,ART811,Varnish Removal,2021-08-19,2021-12-01,9229.91,Varnish Removal carried out due to panel cracking; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF128
TRT961,ART467,Surface Cleaning,2013-12-09,2014-04-03,13640.25,Surface Cleaning carried out due to canvas deformation; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF486
TRT962,ART891,Pest Treatment,2018-09-02,2018-09-19,19327.39,Pest Treatment carried out due to canvas deformation; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF243
TRT963,ART935,Inpainting,2013-08-28,2013-09-19,1754.57,Inpainting carried out due to surface dust and grime; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF136
